title,subtitle,author,publisher,genre,width,color,bookcase,compartment
Der junge Herr Justus,,Marie Louise Fischer,Lingen,Roman,,"[0.0006534113685560812, 0.9844664475266576, 0.0007215585665036479, 0.01317646115609717, 2.004329351399022e-06, 2.4051952216788262e-05, 0.0009540607712659344, 2.004329351399022e-06]",H-3,
Der Name der Rose,,Eco,dtv,Roman,,"[8.225502141201026e-05, 0.999835489957176, 5.140938838250641e-06, 0.0, 0.0, 3.084563302950385e-05, 4.6268449544255775e-05, 0.0]",H-3,
Die Geschichte der sozialen Versicherung,1. Auflage,Leopold,AV,Political,,"[0.0, 0.9999958465033789, 0.0, 4.153496621130499e-06, 0.0, 0.0, 0.0, 0.0]",H-3,
Die Hand an der Wiege,,Wolfgang Hohlbein,Bastei Lübbe,Roman,,"[0.746915124228781, 0.1632899783224946, 0.00032307820576955143, 0.07249458062364515, 0.0006044689011172253, 0.0008441720860430215, 0.015528597632149407, 0.0]",H-3,
Die Profis,Die Manager,Harold Robbins,Lingen,Roman,,"[0.008008676348477402, 0.906719086272051, 0.0009862567995797395, 2.033519174391215e-05, 0.024442900476182406, 0.05853823863347511, 0.001284506278490451, 0.0]",H-3,
die reißenden Wasser von Valaba,,,,Roman,,"[0.0010377392927728498, 0.07143713855123252, 0.26274620234351775, 0.6622914743720113, 0.0024613715888883673, 1.5644310946324368e-05, 5.214770315441456e-06, 5.214770315441456e-06]",H-3,
Die Überlebenden der Kerry Dancer,,Alistair MacLean,Heyne,Roman,,"[0.003810032617253402, 0.9730485884602407, 0.013806096052187605, 1.4059160949274547e-05, 0.00014059160949274547, 7.029580474637273e-05, 0.009096277134180632, 1.4059160949274547e-05]",H-3,
Die Unsterblichkeit,,Milan Kundera,,Roman,,"[0.0, 0.9985223848292626, 0.0006701296971513244, 0.0, 0.0, 0.0, 0.000807485473586068, 0.0]",H-3,
Die Verlobten,,Alessandro Manzoni,,Roman,,"[6.268180625750151e-05, 0.9998839225810047, 9.286193519629853e-06, 6.964645139722389e-06, 0.0, 0.0, 3.714477407851941e-05, 0.0]",H-3,
Dunkle Kammern,,Minette Walters,Goldmann,Roman,,"[0.2988353729652509, 0.618641845099582, 0.013688692459221313, 0.01467642118538608, 7.812543596783464e-05, 0.033582776689602065, 0.02049676616498976, 0.0]",H-3,
Eine Liebe in Frankreich,,Noel Barber,Heyne,Roman,,"[0.03329483082786008, 0.5119765275236706, 0.020386655087811005, 0.0002529361673425683, 0.0021752510391460874, 0.21391654792718812, 0.21787921454888834, 0.00011803687809319854]",H-3,
Gott schütze dieses Haus,,Elizabeth George,G,Roman,,"[0.016910819176364916, 0.92937778266011, 0.05370493625325519, 6.461910269913992e-06, 0.0, 0.0, 0.0, 0.0]",H-3,
H2O,,Patric Nottret,Bastei Lübbe,Roman,,"[0.19261490296927303, 0.7270211531876533, 0.07257213537481044, 0.0, 6.988169029832493e-06, 0.0007267695791025793, 0.007030098044011488, 2.7952676119329973e-05]",H-3,
Heiße Meilen,,Christopher S. Hagen,,Roman,,"[0.07163390033870343, 0.8844096436739948, 0.04241291822374423, 0.0015122920598417717, 0.0, 0.0, 0.0, 3.1245703715739086e-05]",H-3,
Hochzeit zwischen Himmel und Hölle,,Rudolf Kassner,,Roman,,"[0.04030012952017984, 0.7696773905405606, 0.028256241532804337, 0.0051361450626014205, 0.016063479775498355, 0.1405368388143693, 0.0, 2.977475398609519e-05]",H-3,
Ich wollte Hosen,,Lara Cardella,,Roman,,"[0.0004169694659216812, 0.9716222494907015, 0.027496157924206864, 0.00045270970585782535, 0.0, 0.0, 1.1913413312048035e-05, 0.0]",H-3,
Jauche und Levkojen,,Christine Brückner,,Roman,,"[0.0008262986287909241, 0.23726495153870203, 0.7483864844343204, 0.013522265398186609, 0.0, 0.0, 0.0, 0.0]",H-3,
Konzertbuch,G - O,Orchestermusik,,Roman,,"[0.0, 0.9999624664330486, 3.070928205110707e-05, 6.8242849002460155e-06, 0.0, 0.0, 0.0, 0.0]",H-3,
Magari,,Noel Barber,Heyne,Roman,,"[0.012688474316381293, 0.31457960644007155, 0.049399437771530795, 3.833375926399182e-05, 0.0, 0.47861402163727745, 0.14455234687792828, 0.0001277791975466394]",H-3,
Malik der Wolf,,George Halban,Lingen,Roman,,"[3.2748767827610485e-05, 0.9138962118772503, 0.06330882633874234, 0.0, 1.8193759904228048e-06, 5.458127971268414e-06, 0.022744019256275484, 1.0916255942536828e-05]",H-3,
Maskerade,,Janet Dailey,Heyne,Roman,,"[0.005918594369491429, 0.9303531190279244, 0.01823354915998745, 0.0, 0.0, 0.0, 0.043797598334236576, 0.0016971391083601928]",H-3,
Matildas letzter Walzer,,Tamara McKinley,Traumpfade,Roman,,"[9.268313028004208e-06, 0.01284124770029983, 0.9871402156736442, 0.0, 0.0, 9.268313028004208e-06, 0.0, 0.0]",H-3,
Messung der Arbeitszufriedenheit,,Neuberger,wk,School,,"[0.004663417204584376, 0.24114082466078252, 0.7520221314714793, 0.00204189171387169, 1.3173494928204452e-05, 3.952048478461336e-05, 3.952048478461336e-05, 3.952048478461336e-05]",H-3,
Nach dem Spiel ist vor dem Spiel,,Wolfgang Frank (HG.),ro ro ro,Roman,,"[0.050267615736908904, 0.922179918703673, 3.678566830362891e-05, 1.8392834151814455e-05, 0.0, 5.517850245544336e-05, 0.027442108554507166, 0.0]",H-3,
Nur der Himmel sieht zu,,Romana Speziel,CORA,Roman,,"[0.009921334516760489, 0.8882147677118922, 0.10134108234950819, 0.00014590197818765426, 0.0, 0.0, 0.0, 0.00037691344365144017]",H-3,
Pferde am Fluß,,Barbara Esstman,Goldmann,Roman,,"[0.006088917525773196, 0.26618878865979384, 0.008730670103092784, 0.0, 0.0, 0.03945715206185567, 0.6754671391752577, 0.004067332474226804]",H-3,
Räder,,Arthur Hailey,,Roman,,"[0.0014405563853842566, 0.026544022576588597, 0.937135063968969, 0.03488035706905815, 0.0, 0.0, 0.0, 0.0]",H-3,
Schicksalsmomente der Sachgeschchte,,Ehn Kastner,,History,,"[6.511105504325815e-05, 0.7912376797675535, 0.17312215647814302, 0.03463908128301334, 0.0, 8.138881880407269e-06, 0.0009278325343664288, 0.0]",H-3,
Siyah Lale,,Alexandre Dumas,,Roman,,"[0.00010688518749443307, 0.05134051839315935, 0.0024138238175826134, 0.0072949140464950565, 0.9388260443573528, 0.0, 0.0, 1.7814197915738844e-05]",H-3,
So hell wie der Mond,,Nora Roberts,Weltbild,Roman,,"[0.0003805999041938172, 0.16266708663897475, 0.8132304401178547, 0.023721873338976712, 0.0, 0.0, 0.0, 0.0]",H-3,
Sorge dich nicht,,Dale Carnegie,Scherz,Roman,,"[0.031198608611797525, 0.9670148007198023, 1.2915113265543338e-05, 0.0, 0.0, 7.318564183807893e-05, 0.0017004899132965396, 0.0]",H-3,
Sturmritt,,Janet Dailey,G,Roman,,"[2.3512814483893722e-05, 0.9510463202445333, 0.04893016694098284, 0.0, 0.0, 0.0, 0.0, 0.0]",H-3,
Theorien der Arbeitszufriedenheit,,Neuberger,wk,School,,"[0.006853576094394791, 0.05425834145532215, 0.93395267818261, 0.004914667274951786, 0.0, 0.0, 0.0, 2.0736992721315555e-05]",H-3,
Tischlein deck dich,,Waechter,ro ro ro,Roman,,"[0.00207854236688484, 0.9385061029541836, 0.05249425084026181, 0.006876879532991332, 0.0, 2.2112152839200424e-05, 2.2112152839200424e-05, 0.0]",H-3,
Tochter des Regens,,Amanda Cockrell,Heyne,Roman,,"[0.0005840923712457252, 0.17639589611620898, 0.016405377035858194, 0.0, 0.0, 0.0, 0.8044306369146379, 0.002183997562049233]",H-3,
Weil deine Augen ihn nicht sehen,,Mary Higgins Clark,CT,Roman,,"[0.5949942662840386, 0.14920212917691222, 0.23009031315787973, 0.025639123911021855, 0.0, 0.0, 5.705190011353328e-06, 6.846228013623994e-05]",H-3,
Wirbel des Lebens,,Joanna Trollope,Heyne,Roman,,"[0.00018885531461073588, 0.09148373622467117, 0.0016441521507287594, 0.019463206541059368, 0.0, 0.02609536082474227, 0.8514041948098116, 0.00972049413437611]",H-3,
Wo Dunkel herrscht Wenn Engel schlafen,,Kelman,G,Roman,,"[0.0015051227504636845, 0.8671640287514, 0.10321349632904117, 3.555408071961459e-05, 0.0, 5.925680119935766e-06, 0.0, 0.028075872408255657]",H-3,
Christine-Ulrike,"2 Mädchen, die es geschafft haben",Martha-Maria Bosch,Spectrum Verlag,Roman,,"[0.0011086691325489122, 0.9594498458619872, 0.03787688027595716, 0.0, 0.0, 1.2223474449271359e-06, 0.0015621600346168796, 1.2223474449271359e-06]",BA,
Air Port,,Arthur Hailey,,Roman,,"[0.20983849093823204, 0.02375133261293668, 5.076620711162038e-05, 0.0, 0.0, 0.009442514522761392, 0.7568951387730533, 2.1756945904980163e-05]",BA,
Bauten und Bildwerke im Park Sanssouci,,,,Roman,,"[3.0972537683254184e-05, 0.9997556610916098, 5.162089613875697e-05, 1.0324179227751394e-05, 0.0, 0.0, 0.0, 0.00015142129534035376]",BA,
"Bleib ungezähmt, mein Herz",,Jane Feather,CP,Roman,,"[0.0, 0.6352250902472624, 0.009690058891156941, 0.00011228535899472762, 0.0, 0.0, 0.06834826561017875, 0.2866242998924072]",BA,
Das Kreuz im Schiff,,Andre Mairock,,Roman,,"[0.10793506898212414, 0.3388229443075189, 0.0523496101557803, 0.0003147712714555968, 0.0, 0.004151833070499321, 0.4964131813617635, 1.2590850858223872e-05]",BA,
Das Haus im Marulabaum,,Alexandra Cordes,,Roman,,"[0.0024722813242712663, 0.21188029000393518, 0.23302585445999996, 4.446549144372781e-06, 2.2232745721863905e-05, 0.2889389866759155, 0.2636492384172953, 6.6698237165591715e-06]",BA,
Das Land der Hoffnung,,Herman Wouk,,Roman,,"[1.3686927501485602e-05, 0.05302087598617164, 0.946094036035399, 0.0, 3.4217318753714005e-06, 5.702886458952334e-06, 0.0, 0.0008622764325935929]",BA,
Der Hahn ist tot,,Ingrid Noll,de te be,Roman,,"[0.0016338128218788847, 0.9573551175042917, 0.027901103020975156, 0.013106020245071924, 0.0, 0.0, 3.946407782316147e-06, 0.0]",BA,
Der Unheimliche mit der Goldmaske,,Trio 6,Weltbild Verlag,Roman,,"[0.1566123155066436, 0.24920405609334167, 0.4630875262247414, 0.022686701755677427, 0.10799532555486031, 2.7604990982369612e-05, 0.00016562994589421767, 0.0002208399278589569]",BA,
Der Hphnerdieb,Lokalausgabe,Shulamit Lapid,freche Frauen,Roman,,"[0.014463663986158521, 0.03515343671827391, 0.0006562770341391904, 0.0, 0.05816574830497279, 0.7923053648516771, 0.09915749370357586, 9.801540120260636e-05]",BA,
Der Morgen weiß mehr als der Abend,,Zink,K,Roman,,"[0.00011979704970403081, 0.48840552475805693, 0.34078737198158415, 0.1578572770835291, 0.0, 0.0, 0.01283002912712581, 0.0]",BA,
Der Text meines Herzens,,Stern,Rowohlt,Roman,,"[0.07491946705297066, 0.8720622152755275, 0.02954653755980405, 0.023406972533023273, 1.9061052551321883e-06, 3.8122105102643767e-06, 1.9061052551321885e-05, 4.0028210357775954e-05]",BA,
Der Weltensammler,,Ilija Trojanow,dtv,Roman,,"[0.0005530735322852535, 0.9778770587085899, 0.019629142669788605, 0.0016592205968557604, 9.604270919923563e-05, 9.604270919923563e-05, 8.941907408204697e-05, 0.0]",BA,
Die grosse Verschleierung,,Alice Schwarzer,KiWi,Roman,,"[0.048437572441930546, 0.7583839460954765, 0.1931553000448174, 0.0, 0.0, 3.863569629251858e-06, 1.931784814625929e-05, 0.0]",BA,
Die Herren der Zeit,,Helmut W. Pesch,Bastei Lübbe,Roman,,"[5.623122278810469e-05, 0.09835644168822197, 0.09539225294410617, 0.0, 0.0, 0.0003132882412480118, 0.16493420946933793, 0.6409475764342978]",BA,
Die Leber wächst mit ihren Aufgaben,,Dr. med. Eckart von Hirschhausen,ro ro ro,Health,,"[5.606817890554915e-05, 0.8171776880686915, 1.6019479687299756e-05, 0.18275022427271562, 0.0, 0.0, 0.0, 0.0]",BA,
Die Liebe der Wanderapothekerin,,Iny Lorentz,Knaur,Roman,,"[8.412253554177127e-05, 0.08066908408268803, 0.8738339066948255, 0.04537303917010905, 4.42750187061954e-06, 0.0, 3.0992513094336784e-05, 4.42750187061954e-06]",BA,
Die Mittagsfrau,,Julia Franck,,Roman,,"[9.033314865222943e-06, 0.9719515573434828, 0.028027364921831714, 1.2044419820297257e-05, 0.0, 0.0, 0.0, 0.0]",BA,
Die Prophetin,,Barbara Wood,,Roman,,"[0.0, 0.007066064947073517, 0.9917401565022979, 0.0011937785506286314, 0.0, 0.0, 0.0, 0.0]",BA,
Die schönsten klassischen Märchen,,,,Roman,,"[0.0007744024780879299, 0.8742534642777523, 0.10000352001126403, 0.02496861323289568, 0.0, 0.0, 0.0, 0.0]",BA,
Die Tochter des Phoenix,,Barbara Erskine,Heyne,Roman,,"[7.267693372555806e-05, 0.9157293649420315, 0.0011593701332410452, 6.921612735767434e-05, 3.460806367883717e-06, 0.01371517563592317, 0.0692472746149853, 3.460806367883717e-06]",BA,
Sieben phantastische Geschichten,,Tania Blixen,ro ro ro,Roman,,"[3.797588531282635e-05, 0.11649735751131365, 2.531725687521757e-05, 0.0, 0.0, 0.00022152599765815374, 0.8832178233488401, 0.0]",BA,
Ein Wunsch bleibt immer,,Michael Burk,,Roman,,"[0.5043460543982363, 0.39401783567956755, 0.09826920032599072, 0.0031499733227015017, 1.9055213213178e-05, 0.0, 0.00019494948902712875, 2.931571263565846e-06]",BA,
Eine italienische Familie,,Magnani,Knaur,Roman,,"[0.0009682705198867869, 0.9031729480113213, 0.08276850886339937, 3.7241173841799495e-05, 0.0, 3.7241173841799495e-05, 0.013015790257708923, 0.0]",BA,
Frühlingszeit - Osterzeit,,Michels,dtv junior,Roman,,"[0.00036190277342798484, 0.9623621115634896, 0.03607892264328218, 7.655635591745832e-05, 0.0, 0.0, 0.0011065873264432613, 1.3919337439537878e-05]",BA,
Geometrie einer Ehe,,Willi Heinrich,,Roman,,"[0.0007280581475773865, 0.9992153151076111, 2.4268604919246217e-05, 4.044767486541036e-06, 2.022383743270518e-06, 0.0, 2.6290988662516737e-05, 0.0]",BA,
Gut geküsst ist halb gewonnen,,Rachel Gibson,Goldmann,Roman,,"[0.0024503962797973685, 0.2300072717495585, 0.08092418437246024, 0.008133360220474558, 0.6775009624374415, 0.0009532713706942382, 0.0, 3.055356957353327e-05]",BA,
Handbuch des modernen Wissens,,,,Encyclopedia,,"[1.251064969054908e-06, 0.8818306583479186, 0.11816433739220511, 3.753194907164724e-06, 0.0, 0.0, 0.0, 0.0]",BA,
Hochzeit in St. George,,Sophia Farago,,Roman,,"[1.2822403303051091e-05, 0.04108939138462722, 0.0, 0.0, 0.0, 0.9419914474569968, 0.016906338755072862, 0.0]",BA,
Höhenflug abwärts,,Jana Frey,,Roman,,"[7.665772326561901e-05, 0.04921993668639893, 0.9307752367162103, 0.017219595985406642, 0.0, 0.0, 0.0012776287210936501, 0.0014309441676248881]",BA,
"Ich hörte die Eule, sie rief meinen Namen",,Margaret Craven,ro ro ro,Roman,,"[0.018702884951811445, 0.3561341009574096, 0.0003339800884252044, 0.0, 0.03697636693279048, 0.5688953210979993, 0.018949394064696715, 7.951906867266771e-06]",BA,
Karussell des Lebens,,Rosamunde Pilcher,ro ro ro,Roman,,"[4.668621262768679e-05, 0.20388802778763376, 0.7960279370296364, 2.8011727576612074e-05, 0.0, 0.0, 9.337242525537358e-06, 0.0]",BA,
Kindheit bei Scientology,,Ursula Caberta,G,Roman,,"[0.020247959873582917, 0.7697054985141276, 0.20997971666221166, 5.896319124514536e-05, 7.861758832686049e-06, 0.0, 0.0, 0.0]",BA,
Kramer gegen Kramer,,Avery Corman,,Roman,,"[0.00010303335774574152, 0.9062452138220641, 0.09315329414352826, 0.0, 2.7846853444795007e-06, 2.7846853444795007e-06, 0.0004009946896050481, 9.189461636782352e-05]",BA,
Licht im August,,William Faulkner,,Roman,,"[0.00534984957224734, 0.002381632687362388, 0.987481721767484, 0.004786795972906197, 0.0, 0.0, 0.0, 0.0]",BA,
Lorettas letzter Vorhang,,Petra Oelker,ro ro ro,Roman,,"[7.901734035534098e-06, 0.9890679509618385, 1.9754335088835244e-05, 0.003524173379848208, 0.007376268722171081, 0.0, 0.0, 3.950867017767049e-06]",BA,
Mein linker Fuss,,Christy Brown,Henssel,Roman,,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",BA,
Nummer fünf - so leid es mir tut,,Stefan Murr,,Roman,,"[0.07296176005549725, 0.9257589203263166, 0.0006666876883505336, 0.0006081272832927164, 0.0, 0.0, 4.504646542909011e-06, 0.0]",BA,
Poesieverse fürs Album,Kluge Köpfchen,Fix und Foxi,Moewig,Roman,,"[0.00020590197418812853, 0.318752728201158, 0.20864458848431439, 0.04983651383249463, 8.236078967525141e-06, 8.236078967525141e-06, 0.4026207203274665, 0.019923075022443316]",BA,
Porgy und Bess,,DuBose Heyward,,Roman,,"[0.1900449924023028, 0.7265827636185012, 0.07834669790314353, 5.3980086745999405e-06, 5.3980086745999405e-06, 0.0034574245560812615, 0.001543830480935583, 1.349502168649985e-05]",BA,
Rheingold,,Stephan Grundy,,Roman,,"[0.0027225636885434283, 0.13515584025269162, 0.8522537759365443, 0.002866942065966186, 0.0, 0.00027844401360103244, 0.0067077015551613795, 1.4732487492118119e-05]",BA,
Schummeln - aber richtig,,Brockmann,Brockmann,School,,"[1.5800700497722065e-05, 5.2669001659073554e-05, 0.0002949464092908119, 0.9996365838885524, 0.0, 0.0, 0.0, 0.0]",BA,
Schwarzer Winter,,Peter Millar,Bastei Lübbe,Roman,,"[0.00133822898999124, 0.9779620897247125, 0.019983971073378935, 5.591486030604067e-05, 0.0, 3.7276573537360446e-06, 3.7276573537360446e-06, 0.0006523400369038078]",BA,
Stahl,,Armin Mueller,Heyne Filmbibilothek,Roman,,"[0.0017270719799031625, 0.9981969571118899, 6.584145377929945e-05, 5.064727213792265e-06, 5.064727213792265e-06, 0.0, 0.0, 0.0]",BA,
Von Hamburg nach Yukon Bay,,,spoon edition,Roman,,"[3.12241425069864e-05, 0.9631711239130095, 0.03679765194448347, 0.0, 0.0, 0.0, 0.0, 0.0]",BA,
Alles was ich will ist alles,,Preminger,,Roman,,"[3.757268870160349e-05, 0.90928218823339, 0.0011387414883409057, 2.8902068232002684e-06, 0.0, 0.0, 0.08816864934854739, 0.001369958034196927]",BA,
Weihnachtliches aus Pommern,,Granzow,,Roman,,"[0.000251402353754537, 0.9829282089153559, 0.010024668855962164, 0.006795719874927329, 0.0, 0.0, 0.0, 0.0]",BA,
Winterwunder,,Nora Roberts,Heyne,Roman,,"[0.0, 0.9999922210870772, 0.0, 0.0, 0.0, 0.0, 7.77891292284874e-06, 0.0]",BA,
Wir sind die Hälfte,,,,Roman,,"[0.0, 0.948540175259179, 0.007324189376165554, 0.002065411377809862, 0.0022358579478232972, 0.03983436603902224, 0.0, 0.0]",BA,
Zur Liebe geschaffen,,Benedikt XVI.,benno,Roman,,"[2.422903219553798e-05, 0.7209833110426237, 0.2768651508984125, 0.0021079258010118043, 0.0, 0.0, 1.4537419317322789e-05, 4.8458064391075965e-06]",BA,
The best of Betjeman,,Selected by John Guest,,Roman,,"[0.027252671765809325, 0.9624962020634354, 0.00010568171310056936, 0.00019815321206356754, 0.00926036011043739, 0.0006869311351537008, 0.0, 0.0]",HI-1,
Nur ein Frühlingshauch,,Erica James,,Roman,,"[0.04982793276620637, 0.046118997093837315, 0.2755440498341558, 0.6284965742129403, 6.223046430149415e-06, 6.223046430149415e-06, 0.0, 0.0]",HI-1,
Langoliers,,Stephen King,Heyne,Roman,,"[0.01425165355410096, 0.6748459049139075, 0.06544206563300156, 3.91663443602912e-05, 4.8957930450364e-06, 0.0, 0.24112759905413278, 0.004288714707451887]",HI-1,
Sakrileg,,Dan Brown,Bastei Lübbe,Roman,,"[0.01847742184484755, 0.7658377901527265, 0.2153539725423168, 0.00032392347135689475, 0.0, 0.0, 0.0, 6.891988752274357e-06]",HI-1,
Das Leuchten der Orchideen,,Di Morrissey,Kaur,Roman,,"[0.0013893303713333643, 0.0008643134957909361, 0.9865424245779328, 0.009503876910329261, 0.0017000546446135768, 0.0, 0.0, 0.0]",HI-1,
Wo das Glück wartet,,Nora Roberts u. a.,Jade,Roman,,"[0.0013646896475925593, 5.1900948566159974e-05, 0.9984460245399897, 3.0529969744799984e-06, 0.0, 0.0, 6.411293646407996e-05, 7.021893041303996e-05]",HI-1,
Sinuhe der Ägypter,,Mika Waltaro,Weltbild Verlag,Roman,,"[0.0008423022929340197, 0.002047617021880007, 0.995921782164178, 0.0011854624863515831, 2.8360346563435006e-06, 0.0, 0.0, 0.0]",HI-1,
Großstadtrevier,Wachgeküsst,Jan Schröter,vgs,Roman,,"[0.02808228929384966, 0.12014928408721119, 0.003132118451025057, 4.067686300032541e-05, 1.525382362512203e-05, 3.5592255125284736e-05, 0.8484024162056623, 0.00014236902050113895]",HI-1,
Privatdetektiv Perry Clifton,,Wolfgang Ecke,Loewes,Roman,,"[0.013722315229025442, 0.054279380239256186, 0.7318995038620694, 0.003512912698630513, 0.0008568823509680331, 0.19458242994758077, 0.0011465756724696812, 0.0]",HI-1,
Jeanne in den Gärten,,Fanny Deschamps,,Roman,,"[0.0009704709435006108, 0.8082985638874162, 0.19072404969917706, 6.915469906180125e-06, 0.0, 0.0, 0.0, 0.0]",HI-1,
Einen Stein für Danny Fisher,,Robbins,ro ro ro,Roman,,"[8.094107489747464e-05, 0.02443071443988776, 0.9751241096481761, 0.0003642348370386359, 0.0, 0.0, 0.0, 0.0]",HL-1,
Pro und Contra,,Summerhill,ro ro ro,Roman,,"[0.013722518632315389, 0.11411903921609334, 0.8694180904731259, 0.0026157902385351576, 0.0, 2.0760239988374267e-05, 0.00010380119994187133, 0.0]",HL-1,
Tini und der rote Luftballon,,K. Theuermeister,Karo Buch,Roman,,"[0.00031974885181094124, 0.6715597930352887, 0.03842799837218766, 0.2896730810224212, 0.0, 0.0, 1.9378718291572197e-05, 0.0]",HL-1,
Wer aaahh sagt...,,Richard Gordon,,Roman,,"[0.017728277904074035, 0.0746668979230288, 6.1943668427931635e-06, 0.0, 0.0, 0.06461344053717549, 0.8429851892688789, 0.0]",HL-1,
Glatteis,,John Sherwood,,Roman,,"[0.009209806324323907, 0.9202638859987823, 0.06238776752753308, 0.008123126247562677, 0.0, 0.0, 1.5413901798031645e-05, 0.0]",HL-1,
Das neue Fischkochbuch,,Böttiger/Froidl,Heyne,Cooking,,"[0.00034676530213038377, 0.5980189920688551, 0.19339723299071737, 0.20822811822029377, 8.891418003343173e-06, 0.0, 0.0, 0.0]",HL-1,
Sophies Entscheidung,,Styron,Knaur,Roman,,"[0.00020973256659008989, 0.6297049599313248, 0.37007555249898794, 4.877501548606742e-06, 0.0, 0.0, 0.0, 4.877501548606742e-06]",HL-1,
Das grosse Heimweh,,Rudolf Herzog,,Roman,,"[0.003886136587761593, 0.104933483529719, 0.8903384485856723, 0.0008419312968470453, 0.0, 0.0, 0.0, 0.0]",HL-1,
Tine Kirstandt,,F. H. Pohl,,Roman,,"[0.043776785422187325, 0.026270160630745575, 0.9280228677986063, 0.0019260967710275788, 4.089377433179573e-06, 0.0, 0.0, 0.0]",HL-1,
Fit & Schön,Brigitte,Karin Felix,G,Roman,,"[0.0009167859744304625, 0.9714666063848492, 0.026423530002762916, 5.023484791399794e-05, 0.0, 0.0, 0.0011051666541079547, 3.7676135935498456e-05]",HL-1,
Adler uber den Wolken,,Wilbur Smith,Bastei Lübbe,Roman,,"[0.0075026265372968295, 0.9316976701069155, 0.009888140411593844, 0.0002348433347753538, 0.0, 0.0, 0.05063963908287498, 3.7080526543476915e-05]",HL-1,
Love Story,,,,Roman,,"[0.003607840610755875, 0.8041941147100037, 0.14592426756003674, 0.04616103210011758, 0.00011274501908612109, 0.0, 0.0, 0.0]",HL-1,
VOB/VOL/HOAI,,Beck-Texte,dtv,Roman,,"[0.0021998673446827328, 0.99766747733805, 7.738226840592526e-05, 4.421843908910016e-05, 0.0, 1.105460977227504e-05, 0.0, 0.0]",HL-1,
Strega,,Vachss,,Roman,,"[0.00035551210407616847, 0.02308606725844619, 0.97008143449134, 0.006454766639632934, 2.221950650476053e-05, 0.0, 0.0, 0.0]",HL-1,
Alle Menschen werden Brüder,,Simmel,Knaur,Roman,,"[1.7031422975389594e-05, 0.0024525249084561013, 0.9973601294388146, 0.00017031422975389594, 0.0, 0.0, 0.0, 0.0]",HL-1,
Der Mitternachtsclub,,James Patterson,Econ List,Roman,,"[0.0017287329827847008, 0.11305707905866373, 0.7322624792912195, 0.006359267758100863, 0.019118963583416512, 0.04938208085942725, 0.07670223603379261, 0.0013891604325948488]",HL-1,
Sagenwelt der Fantasy,,Iaac Asimov,Bastei Lübbe,Roman,,"[0.0027540803011127796, 0.8086832217493656, 0.18849712460901896, 5.9016006452416704e-05, 0.0, 0.0, 6.5573340502685225e-06, 0.0]",HL-1,
Frühling einen Sommer lang,,Herman Paucher,,Roman,,"[0.00010631511800978098, 0.1730401216899197, 0.09979718346718135, 0.07824792685519881, 2.453425800225715e-05, 0.6299497865519553, 0.01883413205973274, 0.0]",HL-1,
Feuer- Bucht,,Patricia Shaw,CP,Roman,,"[0.001902866680116648, 0.020179557251068358, 0.9696641784201163, 0.0015268785650092622, 0.0, 0.00012380096473048072, 0.006419309282321223, 0.0001834088366377492]",HL-1,
Sag mir AufWiedersehen,,Alexandra Cordes,,Roman,,"[0.009251651834105454, 0.06278695655175746, 0.904100414943489, 0.0238609766706481, 0.0, 0.0, 0.0, 0.0]",HL-1,
Der rote Marder,,Peter Nisser,,Roman,,"[0.04022582921665491, 0.03352495015450391, 6.166453124678831e-05, 0.002089742447807826, 0.9240909620352036, 0.0, 0.0, 6.8516145829764786e-06]",HL-1,
Die Löwin von SanMarino,,Gaby von Schöntban,,Roman,,"[5.301102629346904e-05, 0.7637696140797285, 0.23607797921967769, 7.289016115351993e-05, 1.325275657336726e-05, 6.62637828668363e-06, 6.62637828668363e-06, 0.0]",HL-1,
Amber,,Kathleen Winsor,,Roman,,"[0.00011615232036596915, 0.7591849681027859, 0.23465895891781777, 0.0032120583978127626, 0.002801057879594718, 1.786958774861064e-05, 4.46739693715266e-06, 4.46739693715266e-06]",HL-1,
Es geschah an einem Mittwoch,,Ben Harder,Karo Buch,Roman,,"[0.015415780702258491, 0.3107292684328487, 0.32841503361875757, 0.3445491638411586, 0.0007758174817539222, 5.746796161140164e-05, 5.746796161140164e-05, 0.0]",HL-1,
Rose und Schwert Lerche und Löwe Pupur und Diamant,,Sandra Paretti,G,Roman,,"[0.567087751132161, 0.21051660374747233, 0.0882278315559622, 0.015515796433980978, 1.5377399835461823e-05, 0.00013070789860142548, 0.10286711619932186, 0.01563881563266467]",HL-1,
Weber auf dem Welttheater,,Hans Schnoor,,Roman,,"[0.014150825256092368, 0.9248127833295765, 0.05570165552132642, 0.005334735893004734, 0.0, 0.0, 0.0, 0.0]",HL-1,
Ansischten eines Clowns Billiard um halb zehn,,Heinrich Böll,Lingen,Roman,,"[0.00178682265314951, 0.03866433439288782, 0.013849442950200939, 0.7872050958928157, 0.004125365985166237, 0.09513419978558128, 0.059215929680691656, 1.880865950683695e-05]",HL-1,
Ich tanze so schnell ich kann,,Barbara Gordon,ro ro ro,Roman,,"[0.006511682152159546, 1.9437857170625512e-05, 0.0, 0.0, 0.012012595731446566, 0.9814562842592233, 0.0, 0.0]",HL-1,
Die ersten drei Lebensjahre,,Doro Kammerer,dtv,Advices,,"[0.00023489249753362877, 0.8067539422790836, 0.1909597707449224, 0.001988756479118057, 4.697849950672575e-05, 1.5659499835575253e-05, 0.0, 0.0]",HL-1,
